menu_item_name,quantity,total_price,sale_date,order_id,day_of_week,hour_of_day
Caesar Salad,1,13.0,2026-02-20 21:05:00,ORD-01433,Friday,21
Chicken Parmigiana,1,24.0,2026-02-20 21:05:00,ORD-01433,Friday,21
Espresso,1,4.0,2026-02-20 21:00:00,ORD-01433,Friday,21
Burrata Caprese,2,32.0,2026-02-20 21:50:00,ORD-01434,Friday,21
Rigatoni Bolognese,1,20.0,2026-02-20 21:41:00,ORD-01434,Friday,21
Tiramisu,1,12.0,2026-02-20 21:03:00,ORD-01434,Friday,21
Caesar Salad,1,13.0,2026-02-20 21:43:00,ORD-01435,Friday,21
Chicken Parmigiana,2,48.0,2026-02-20 21:44:00,ORD-01435,Friday,21
Espresso,1,4.0,2026-02-20 21:36:00,ORD-01435,Friday,21
Cannoli,1,9.0,2026-02-20 21:10:00,ORD-01435,Friday,21
Bruschetta Trio,2,25.0,2026-02-20 22:39:00,ORD-01436,Friday,22
Spaghetti Carbonara,1,19.0,2026-02-20 22:59:00,ORD-01436,Friday,22
House Red Wine,1,12.0,2026-02-20 22:10:00,ORD-01436,Friday,22
Espresso,1,4.0,2026-02-20 22:39:00,ORD-01437,Friday,22
Caesar Salad,1,13.0,2026-02-20 22:04:00,ORD-01437,Friday,22
Espresso,1,4.0,2026-02-20 22:18:00,ORD-01438,Friday,22
Fettuccine Alfredo,1,18.0,2026-02-20 22:54:00,ORD-01438,Friday,22
Panna Cotta,1,10.0,2026-02-20 22:10:00,ORD-01438,Friday,22
Espresso,1,4.0,2026-02-20 22:51:00,ORD-01439,Friday,22
Rigatoni Bolognese,2,40.0,2026-02-20 22:50:00,ORD-01439,Friday,22
Penne Arrabbiata,2,32.0,2026-02-20 22:19:00,ORD-01439,Friday,22
Arancini,2,22.0,2026-02-20 22:09:00,ORD-01440,Friday,22
House Red Wine,1,12.0,2026-02-20 22:28:00,ORD-01440,Friday,22
Chocolate Lava Cake,1,13.0,2026-02-20 22:46:00,ORD-01440,Friday,22
Prosciutto e Rucola,1,20.0,2026-02-20 22:37:00,ORD-01441,Friday,22
House Red Wine,1,12.0,2026-02-20 22:30:00,ORD-01441,Friday,22
Panna Cotta,1,10.0,2026-02-20 22:07:00,ORD-01441,Friday,22
Cacio e Pepe,1,17.0,2026-02-21 11:25:00,ORD-01442,Saturday,11
Penne Arrabbiata,1,16.0,2026-02-21 11:04:00,ORD-01442,Saturday,11
Chicken Parmigiana,1,24.0,2026-02-21 11:24:00,ORD-01443,Saturday,11
House Red Wine,1,12.0,2026-02-21 11:31:00,ORD-01443,Saturday,11
Tiramisu,1,12.0,2026-02-21 11:25:00,ORD-01443,Saturday,11
Pizza Bianca,1,17.0,2026-02-21 11:58:00,ORD-01444,Saturday,11
House Red Wine,1,12.0,2026-02-21 11:55:00,ORD-01444,Saturday,11
Affogato,1,8.0,2026-02-21 11:00:00,ORD-01444,Saturday,11
Arancini,2,22.0,2026-02-21 11:10:00,ORD-01444,Saturday,11
Espresso,1,4.0,2026-02-21 11:38:00,ORD-01445,Saturday,11
Carpaccio di Manzo,1,17.0,2026-02-21 11:17:00,ORD-01445,Saturday,11
Cannoli,2,18.0,2026-02-21 11:46:00,ORD-01445,Saturday,11
Bruschetta Trio,1,12.5,2026-02-21 11:39:00,ORD-01446,Saturday,11
Spaghetti Carbonara,1,19.0,2026-02-21 11:00:00,ORD-01446,Saturday,11
House Red Wine,1,12.0,2026-02-21 11:49:00,ORD-01446,Saturday,11
Tiramisu,1,12.0,2026-02-21 11:32:00,ORD-01446,Saturday,11
Caesar Salad,2,26.0,2026-02-21 11:47:00,ORD-01447,Saturday,11
Chicken Parmigiana,1,24.0,2026-02-21 11:33:00,ORD-01447,Saturday,11
Espresso,1,4.0,2026-02-21 11:33:00,ORD-01447,Saturday,11
Burrata Caprese,1,16.0,2026-02-21 11:29:00,ORD-01448,Saturday,11
Aperol Spritz,2,28.0,2026-02-21 11:37:00,ORD-01448,Saturday,11
Chocolate Lava Cake,1,13.0,2026-02-21 11:34:00,ORD-01448,Saturday,11
Caesar Salad,1,13.0,2026-02-21 11:53:00,ORD-01449,Saturday,11
Margherita Pizza,2,32.0,2026-02-21 11:59:00,ORD-01449,Saturday,11
Bruschetta Trio,1,12.5,2026-02-21 11:42:00,ORD-01450,Saturday,11
Calamari Fritti,2,28.0,2026-02-21 11:16:00,ORD-01450,Saturday,11
Lobster Ravioli,1,28.0,2026-02-21 11:00:00,ORD-01450,Saturday,11
Insalata Mista,1,11.0,2026-02-21 11:02:00,ORD-01450,Saturday,11
Aperol Spritz,1,14.0,2026-02-21 11:52:00,ORD-01450,Saturday,11
Aperol Spritz,1,14.0,2026-02-21 11:17:00,ORD-01451,Saturday,11
Chocolate Lava Cake,1,13.0,2026-02-21 11:57:00,ORD-01451,Saturday,11
Branzino al Forno,1,32.0,2026-02-21 12:49:00,ORD-01452,Saturday,12
Carpaccio di Manzo,1,17.0,2026-02-21 12:15:00,ORD-01453,Saturday,12
Espresso,2,8.0,2026-02-21 12:24:00,ORD-01453,Saturday,12
Cappuccino,1,5.5,2026-02-21 12:05:00,ORD-01454,Saturday,12
Tiramisu,1,12.0,2026-02-21 12:15:00,ORD-01454,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-21 12:42:00,ORD-01455,Saturday,12
Caesar Salad,1,13.0,2026-02-21 12:23:00,ORD-01456,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-21 12:59:00,ORD-01456,Saturday,12
Espresso,1,4.0,2026-02-21 12:34:00,ORD-01456,Saturday,12
Spaghetti Carbonara,1,19.0,2026-02-21 12:49:00,ORD-01457,Saturday,12
Fettuccine Alfredo,1,18.0,2026-02-21 12:17:00,ORD-01457,Saturday,12
Chicken Parmigiana,2,48.0,2026-02-21 12:07:00,ORD-01457,Saturday,12
Espresso,1,4.0,2026-02-21 12:30:00,ORD-01458,Saturday,12
Lobster Ravioli,1,28.0,2026-02-21 12:17:00,ORD-01458,Saturday,12
Spaghetti Carbonara,1,19.0,2026-02-21 12:01:00,ORD-01459,Saturday,12
Fettuccine Alfredo,2,36.0,2026-02-21 12:39:00,ORD-01459,Saturday,12
Spaghetti Carbonara,1,19.0,2026-02-21 12:59:00,ORD-01460,Saturday,12
Fettuccine Alfredo,1,18.0,2026-02-21 12:22:00,ORD-01460,Saturday,12
Espresso,1,4.0,2026-02-21 12:54:00,ORD-01460,Saturday,12
Espresso,1,4.0,2026-02-21 12:49:00,ORD-01461,Saturday,12
Pizza Bianca,1,17.0,2026-02-21 12:44:00,ORD-01461,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-21 12:47:00,ORD-01461,Saturday,12
Chocolate Lava Cake,1,13.0,2026-02-21 12:42:00,ORD-01461,Saturday,12
Cappuccino,2,11.0,2026-02-21 12:02:00,ORD-01462,Saturday,12
Penne Arrabbiata,1,16.0,2026-02-21 12:00:00,ORD-01462,Saturday,12
House Red Wine,1,12.0,2026-02-21 12:01:00,ORD-01462,Saturday,12
Lobster Ravioli,1,28.0,2026-02-21 12:53:00,ORD-01463,Saturday,12
Prosciutto e Rucola,1,20.0,2026-02-21 12:33:00,ORD-01463,Saturday,12
Aperol Spritz,1,14.0,2026-02-21 12:07:00,ORD-01463,Saturday,12
Limoncello,1,9.0,2026-02-21 12:30:00,ORD-01463,Saturday,12
Cacio e Pepe,1,17.0,2026-02-21 12:52:00,ORD-01464,Saturday,12
Rigatoni Bolognese,1,20.0,2026-02-21 12:02:00,ORD-01464,Saturday,12
Margherita Pizza,2,32.0,2026-02-21 12:03:00,ORD-01464,Saturday,12
Burrata Caprese,2,32.0,2026-02-21 12:42:00,ORD-01464,Saturday,12
Caesar Salad,1,13.0,2026-02-21 12:04:00,ORD-01465,Saturday,12
Cappuccino,2,11.0,2026-02-21 12:23:00,ORD-01465,Saturday,12
Caesar Salad,1,13.0,2026-02-21 13:33:00,ORD-01466,Saturday,13
Aperol Spritz,1,14.0,2026-02-21 13:54:00,ORD-01466,Saturday,13
Margherita Pizza,1,16.0,2026-02-21 13:07:00,ORD-01466,Saturday,13
Chocolate Lava Cake,1,13.0,2026-02-21 13:16:00,ORD-01466,Saturday,13
Calamari Fritti,1,14.0,2026-02-21 13:48:00,ORD-01467,Saturday,13
Chicken Parmigiana,1,24.0,2026-02-21 13:34:00,ORD-01467,Saturday,13
Chocolate Lava Cake,2,26.0,2026-02-21 13:05:00,ORD-01467,Saturday,13
Arancini,2,22.0,2026-02-21 13:48:00,ORD-01468,Saturday,13
Calamari Fritti,2,28.0,2026-02-21 13:19:00,ORD-01468,Saturday,13
Limoncello,2,18.0,2026-02-21 13:26:00,ORD-01468,Saturday,13
Margherita Pizza,1,16.0,2026-02-21 13:06:00,ORD-01469,Saturday,13
Aperol Spritz,2,28.0,2026-02-21 13:37:00,ORD-01469,Saturday,13
Chicken Parmigiana,1,24.0,2026-02-21 13:51:00,ORD-01470,Saturday,13
House Red Wine,1,12.0,2026-02-21 13:34:00,ORD-01470,Saturday,13
Tiramisu,1,12.0,2026-02-21 13:10:00,ORD-01470,Saturday,13
Spaghetti Carbonara,2,38.0,2026-02-21 13:40:00,ORD-01471,Saturday,13
Fettuccine Alfredo,1,18.0,2026-02-21 13:30:00,ORD-01471,Saturday,13
Quattro Formaggi,1,19.0,2026-02-21 13:45:00,ORD-01471,Saturday,13
Prosciutto e Rucola,1,20.0,2026-02-21 13:43:00,ORD-01472,Saturday,13
House Red Wine,1,12.0,2026-02-21 13:26:00,ORD-01472,Saturday,13
Panna Cotta,1,10.0,2026-02-21 13:33:00,ORD-01472,Saturday,13
Cacio e Pepe,1,17.0,2026-02-21 13:24:00,ORD-01473,Saturday,13
Espresso,1,4.0,2026-02-21 13:33:00,ORD-01473,Saturday,13
Linguine alle Vongole,1,22.0,2026-02-21 13:08:00,ORD-01473,Saturday,13
Tiramisu,1,12.0,2026-02-21 13:37:00,ORD-01473,Saturday,13
Burrata Caprese,1,16.0,2026-02-21 13:00:00,ORD-01474,Saturday,13
Caesar Salad,2,26.0,2026-02-21 13:25:00,ORD-01474,Saturday,13
Eggplant Parmigiana,1,18.0,2026-02-21 13:47:00,ORD-01474,Saturday,13
Caesar Salad,1,13.0,2026-02-21 13:42:00,ORD-01475,Saturday,13
Chicken Parmigiana,1,24.0,2026-02-21 13:45:00,ORD-01475,Saturday,13
Espresso,1,4.0,2026-02-21 13:15:00,ORD-01475,Saturday,13
Panna Cotta,1,10.0,2026-02-21 13:46:00,ORD-01475,Saturday,13
Tiramisu,1,12.0,2026-02-21 14:41:00,ORD-01476,Saturday,14
Bruschetta Trio,1,12.5,2026-02-21 14:21:00,ORD-01477,Saturday,14
Spaghetti Carbonara,1,19.0,2026-02-21 14:09:00,ORD-01477,Saturday,14
House Red Wine,1,12.0,2026-02-21 14:41:00,ORD-01477,Saturday,14
Rigatoni Bolognese,1,20.0,2026-02-21 14:12:00,ORD-01478,Saturday,14
Aperol Spritz,2,28.0,2026-02-21 14:09:00,ORD-01478,Saturday,14
Cannoli,1,9.0,2026-02-21 14:22:00,ORD-01478,Saturday,14
Fettuccine Alfredo,1,18.0,2026-02-21 14:31:00,ORD-01479,Saturday,14
Caesar Salad,2,26.0,2026-02-21 14:27:00,ORD-01479,Saturday,14
Cappuccino,1,5.5,2026-02-21 14:00:00,ORD-01479,Saturday,14
Lobster Ravioli,1,28.0,2026-02-21 14:13:00,ORD-01480,Saturday,14
Panna Cotta,1,10.0,2026-02-21 14:56:00,ORD-01480,Saturday,14
Margherita Pizza,1,16.0,2026-02-21 14:48:00,ORD-01481,Saturday,14
Aperol Spritz,1,14.0,2026-02-21 14:37:00,ORD-01481,Saturday,14
Affogato,1,8.0,2026-02-21 14:19:00,ORD-01481,Saturday,14
Caesar Salad,1,13.0,2026-02-21 17:24:00,ORD-01482,Saturday,17
Chicken Parmigiana,1,24.0,2026-02-21 17:30:00,ORD-01482,Saturday,17
Espresso,1,4.0,2026-02-21 17:57:00,ORD-01482,Saturday,17
Prosciutto e Rucola,1,20.0,2026-02-21 17:24:00,ORD-01483,Saturday,17
House Red Wine,1,12.0,2026-02-21 17:35:00,ORD-01483,Saturday,17
Panna Cotta,1,10.0,2026-02-21 17:59:00,ORD-01483,Saturday,17
Margherita Pizza,1,16.0,2026-02-21 17:06:00,ORD-01484,Saturday,17
Aperol Spritz,1,14.0,2026-02-21 17:42:00,ORD-01484,Saturday,17
Spaghetti Carbonara,1,19.0,2026-02-21 17:57:00,ORD-01485,Saturday,17
Aperol Spritz,1,14.0,2026-02-21 17:51:00,ORD-01485,Saturday,17
Margherita Pizza,1,16.0,2026-02-21 17:59:00,ORD-01486,Saturday,17
Caesar Salad,1,13.0,2026-02-21 17:11:00,ORD-01486,Saturday,17
Rigatoni Bolognese,1,20.0,2026-02-21 17:00:00,ORD-01487,Saturday,17
Arancini,1,11.0,2026-02-21 17:11:00,ORD-01487,Saturday,17
Chocolate Lava Cake,1,13.0,2026-02-21 17:19:00,ORD-01487,Saturday,17
Margherita Pizza,1,16.0,2026-02-21 17:27:00,ORD-01487,Saturday,17
Cacio e Pepe,1,17.0,2026-02-21 17:42:00,ORD-01488,Saturday,17
Bruschetta Trio,1,12.5,2026-02-21 17:38:00,ORD-01488,Saturday,17
Limoncello,1,9.0,2026-02-21 17:22:00,ORD-01488,Saturday,17
Burrata Caprese,1,16.0,2026-02-21 17:21:00,ORD-01489,Saturday,17
Rigatoni Bolognese,1,20.0,2026-02-21 17:48:00,ORD-01489,Saturday,17
Tiramisu,1,12.0,2026-02-21 17:21:00,ORD-01489,Saturday,17
House Red Wine,1,12.0,2026-02-21 17:27:00,ORD-01489,Saturday,17
Spaghetti Carbonara,1,19.0,2026-02-21 17:29:00,ORD-01490,Saturday,17
Tiramisu,1,12.0,2026-02-21 17:47:00,ORD-01490,Saturday,17
Margherita Pizza,1,16.0,2026-02-21 18:13:00,ORD-01491,Saturday,18
Caesar Salad,1,13.0,2026-02-21 18:06:00,ORD-01491,Saturday,18
Bruschetta Trio,1,12.5,2026-02-21 18:17:00,ORD-01492,Saturday,18
Spaghetti Carbonara,1,19.0,2026-02-21 18:56:00,ORD-01492,Saturday,18
House Red Wine,1,12.0,2026-02-21 18:13:00,ORD-01492,Saturday,18
Margherita Pizza,1,16.0,2026-02-21 18:47:00,ORD-01493,Saturday,18
Caesar Salad,1,13.0,2026-02-21 18:48:00,ORD-01493,Saturday,18
Chocolate Lava Cake,1,13.0,2026-02-21 18:30:00,ORD-01493,Saturday,18
Arancini,1,11.0,2026-02-21 18:13:00,ORD-01494,Saturday,18
Cannoli,1,9.0,2026-02-21 18:56:00,ORD-01494,Saturday,18
Espresso,1,4.0,2026-02-21 18:05:00,ORD-01494,Saturday,18
Calamari Fritti,1,14.0,2026-02-21 18:35:00,ORD-01495,Saturday,18
Margherita Pizza,1,16.0,2026-02-21 18:01:00,ORD-01495,Saturday,18
Pizza Bianca,1,17.0,2026-02-21 18:52:00,ORD-01496,Saturday,18
Calamari Fritti,1,14.0,2026-02-21 18:08:00,ORD-01496,Saturday,18
Tiramisu,1,12.0,2026-02-21 18:03:00,ORD-01496,Saturday,18
Cannoli,1,9.0,2026-02-21 18:14:00,ORD-01496,Saturday,18
Cappuccino,1,5.5,2026-02-21 18:02:00,ORD-01496,Saturday,18
Chicken Parmigiana,1,24.0,2026-02-21 18:40:00,ORD-01497,Saturday,18
House Red Wine,1,12.0,2026-02-21 18:48:00,ORD-01497,Saturday,18
Tiramisu,1,12.0,2026-02-21 18:43:00,ORD-01497,Saturday,18
Lobster Ravioli,1,28.0,2026-02-21 18:05:00,ORD-01498,Saturday,18
Fettuccine Alfredo,1,18.0,2026-02-21 18:13:00,ORD-01498,Saturday,18
Diavola Pizza,1,18.0,2026-02-21 18:26:00,ORD-01498,Saturday,18
Cappuccino,1,5.5,2026-02-21 18:14:00,ORD-01498,Saturday,18
Cannoli,1,9.0,2026-02-21 18:10:00,ORD-01498,Saturday,18
Diavola Pizza,1,18.0,2026-02-21 18:43:00,ORD-01499,Saturday,18
Aperol Spritz,1,14.0,2026-02-21 18:57:00,ORD-01499,Saturday,18
Cannoli,2,18.0,2026-02-21 18:57:00,ORD-01499,Saturday,18
Rigatoni Bolognese,1,20.0,2026-02-21 18:13:00,ORD-01500,Saturday,18
Lobster Ravioli,2,56.0,2026-02-21 18:27:00,ORD-01500,Saturday,18
House Red Wine,1,12.0,2026-02-21 18:53:00,ORD-01500,Saturday,18
Margherita Pizza,1,16.0,2026-02-21 19:01:00,ORD-01501,Saturday,19
Aperol Spritz,1,14.0,2026-02-21 19:18:00,ORD-01501,Saturday,19
Affogato,1,8.0,2026-02-21 19:34:00,ORD-01501,Saturday,19
Calamari Fritti,1,14.0,2026-02-21 19:34:00,ORD-01502,Saturday,19
Chocolate Lava Cake,2,26.0,2026-02-21 19:07:00,ORD-01502,Saturday,19
Cacio e Pepe,2,34.0,2026-02-21 19:51:00,ORD-01503,Saturday,19
Prosciutto e Rucola,1,20.0,2026-02-21 19:58:00,ORD-01503,Saturday,19
Chocolate Lava Cake,1,13.0,2026-02-21 19:54:00,ORD-01503,Saturday,19
Cappuccino,1,5.5,2026-02-21 19:08:00,ORD-01504,Saturday,19
Bruschetta Trio,1,12.5,2026-02-21 19:02:00,ORD-01504,Saturday,19
Rigatoni Bolognese,1,20.0,2026-02-21 19:54:00,ORD-01504,Saturday,19
Quattro Formaggi,1,19.0,2026-02-21 19:27:00,ORD-01505,Saturday,19
Chocolate Lava Cake,1,13.0,2026-02-21 19:34:00,ORD-01505,Saturday,19
Prosciutto e Rucola,1,20.0,2026-02-21 19:43:00,ORD-01506,Saturday,19
House Red Wine,1,12.0,2026-02-21 19:54:00,ORD-01506,Saturday,19
Panna Cotta,1,10.0,2026-02-21 19:02:00,ORD-01506,Saturday,19
Arancini,1,11.0,2026-02-21 19:10:00,ORD-01507,Saturday,19
Veal Piccata,1,29.0,2026-02-21 19:51:00,ORD-01507,Saturday,19
Panna Cotta,1,10.0,2026-02-21 19:05:00,ORD-01507,Saturday,19
Caesar Salad,1,13.0,2026-02-21 19:50:00,ORD-01508,Saturday,19
Chicken Parmigiana,2,48.0,2026-02-21 19:41:00,ORD-01508,Saturday,19
Espresso,1,4.0,2026-02-21 19:50:00,ORD-01508,Saturday,19
Rigatoni Bolognese,1,20.0,2026-02-21 19:16:00,ORD-01509,Saturday,19
Diavola Pizza,1,18.0,2026-02-21 19:34:00,ORD-01509,Saturday,19
Fettuccine Alfredo,1,18.0,2026-02-21 19:38:00,ORD-01509,Saturday,19
Margherita Pizza,1,16.0,2026-02-21 19:34:00,ORD-01509,Saturday,19
Aperol Spritz,1,14.0,2026-02-21 19:31:00,ORD-01509,Saturday,19
Pizza Bianca,1,17.0,2026-02-21 19:27:00,ORD-01510,Saturday,19
Caesar Salad,1,13.0,2026-02-21 19:02:00,ORD-01510,Saturday,19
Fettuccine Alfredo,1,18.0,2026-02-21 19:00:00,ORD-01510,Saturday,19
Tiramisu,1,12.0,2026-02-21 19:56:00,ORD-01510,Saturday,19
Margherita Pizza,1,16.0,2026-02-21 19:33:00,ORD-01511,Saturday,19
Aperol Spritz,1,14.0,2026-02-21 19:09:00,ORD-01511,Saturday,19
Bruschetta Trio,1,12.5,2026-02-21 19:52:00,ORD-01512,Saturday,19
Caesar Salad,1,13.0,2026-02-21 19:36:00,ORD-01512,Saturday,19
Fettuccine Alfredo,1,18.0,2026-02-21 19:02:00,ORD-01512,Saturday,19
House Red Wine,1,12.0,2026-02-21 19:02:00,ORD-01512,Saturday,19
Tiramisu,2,24.0,2026-02-21 19:35:00,ORD-01513,Saturday,19
Carpaccio di Manzo,2,34.0,2026-02-21 19:54:00,ORD-01514,Saturday,19
Panna Cotta,2,20.0,2026-02-21 19:11:00,ORD-01514,Saturday,19
Bruschetta Trio,2,25.0,2026-02-21 19:55:00,ORD-01515,Saturday,19
Spaghetti Carbonara,1,19.0,2026-02-21 19:53:00,ORD-01515,Saturday,19
House Red Wine,1,12.0,2026-02-21 19:56:00,ORD-01515,Saturday,19
Burrata Caprese,1,16.0,2026-02-21 19:59:00,ORD-01516,Saturday,19
Margherita Pizza,1,16.0,2026-02-21 19:12:00,ORD-01516,Saturday,19
Espresso,1,4.0,2026-02-21 19:48:00,ORD-01516,Saturday,19
Cannoli,1,9.0,2026-02-21 19:41:00,ORD-01516,Saturday,19
Margherita Pizza,1,16.0,2026-02-21 19:39:00,ORD-01517,Saturday,19
Aperol Spritz,1,14.0,2026-02-21 19:46:00,ORD-01517,Saturday,19
Chocolate Lava Cake,1,13.0,2026-02-21 19:36:00,ORD-01517,Saturday,19
Bruschetta Trio,1,12.5,2026-02-21 20:23:00,ORD-01518,Saturday,20
Aperol Spritz,1,14.0,2026-02-21 20:54:00,ORD-01518,Saturday,20
Fettuccine Alfredo,1,18.0,2026-02-21 20:13:00,ORD-01518,Saturday,20
Margherita Pizza,2,32.0,2026-02-21 20:40:00,ORD-01519,Saturday,20
Caesar Salad,1,13.0,2026-02-21 20:22:00,ORD-01519,Saturday,20
Limoncello,2,18.0,2026-02-21 20:23:00,ORD-01519,Saturday,20
Tiramisu,1,12.0,2026-02-21 20:55:00,ORD-01519,Saturday,20
Cacio e Pepe,2,34.0,2026-02-21 20:46:00,ORD-01520,Saturday,20
Quattro Formaggi,1,19.0,2026-02-21 20:05:00,ORD-01520,Saturday,20
Limoncello,1,9.0,2026-02-21 20:19:00,ORD-01520,Saturday,20
Chocolate Lava Cake,1,13.0,2026-02-21 20:17:00,ORD-01520,Saturday,20
Cappuccino,1,5.5,2026-02-21 20:14:00,ORD-01521,Saturday,20
Limoncello,1,9.0,2026-02-21 20:23:00,ORD-01521,Saturday,20
Penne Arrabbiata,1,16.0,2026-02-21 20:17:00,ORD-01522,Saturday,20
Insalata Mista,1,11.0,2026-02-21 20:08:00,ORD-01522,Saturday,20
Affogato,1,8.0,2026-02-21 20:53:00,ORD-01522,Saturday,20
Rigatoni Bolognese,1,20.0,2026-02-21 20:13:00,ORD-01523,Saturday,20
Caesar Salad,1,13.0,2026-02-21 20:48:00,ORD-01523,Saturday,20
Prosciutto e Rucola,1,20.0,2026-02-21 20:12:00,ORD-01523,Saturday,20
Cacio e Pepe,1,17.0,2026-02-21 20:38:00,ORD-01524,Saturday,20
Penne Arrabbiata,1,16.0,2026-02-21 20:29:00,ORD-01524,Saturday,20
Cappuccino,1,5.5,2026-02-21 20:50:00,ORD-01524,Saturday,20
Chocolate Lava Cake,1,13.0,2026-02-21 20:03:00,ORD-01524,Saturday,20
Calamari Fritti,1,14.0,2026-02-21 20:14:00,ORD-01525,Saturday,20
Prosciutto e Rucola,1,20.0,2026-02-21 20:26:00,ORD-01525,Saturday,20
Cappuccino,2,11.0,2026-02-21 20:46:00,ORD-01525,Saturday,20
Bruschetta Trio,1,12.5,2026-02-21 20:31:00,ORD-01526,Saturday,20
Spaghetti Carbonara,1,19.0,2026-02-21 20:20:00,ORD-01526,Saturday,20
House Red Wine,2,24.0,2026-02-21 20:06:00,ORD-01526,Saturday,20
Cappuccino,2,11.0,2026-02-21 20:00:00,ORD-01527,Saturday,20
Aperol Spritz,2,28.0,2026-02-21 20:13:00,ORD-01527,Saturday,20
Panna Cotta,2,20.0,2026-02-21 20:15:00,ORD-01528,Saturday,20
Chicken Parmigiana,1,24.0,2026-02-21 20:21:00,ORD-01528,Saturday,20
Margherita Pizza,1,16.0,2026-02-21 20:44:00,ORD-01528,Saturday,20
Limoncello,1,9.0,2026-02-21 20:46:00,ORD-01528,Saturday,20
Margherita Pizza,1,16.0,2026-02-21 20:39:00,ORD-01529,Saturday,20
Caesar Salad,1,13.0,2026-02-21 20:25:00,ORD-01529,Saturday,20
Espresso,1,4.0,2026-02-21 20:50:00,ORD-01529,Saturday,20
Chicken Parmigiana,1,24.0,2026-02-21 20:38:00,ORD-01530,Saturday,20
House Red Wine,1,12.0,2026-02-21 20:07:00,ORD-01530,Saturday,20
Tiramisu,2,24.0,2026-02-21 20:40:00,ORD-01530,Saturday,20
Cappuccino,1,5.5,2026-02-21 20:53:00,ORD-01531,Saturday,20
Bruschetta Trio,1,12.5,2026-02-21 20:08:00,ORD-01531,Saturday,20
Cacio e Pepe,1,17.0,2026-02-21 20:04:00,ORD-01532,Saturday,20
Fettuccine Alfredo,1,18.0,2026-02-21 20:17:00,ORD-01532,Saturday,20
Calamari Fritti,1,14.0,2026-02-21 20:54:00,ORD-01533,Saturday,20
Linguine alle Vongole,1,22.0,2026-02-21 20:08:00,ORD-01533,Saturday,20
House Red Wine,1,12.0,2026-02-21 20:26:00,ORD-01533,Saturday,20
Cannoli,2,18.0,2026-02-21 20:02:00,ORD-01533,Saturday,20
Espresso,1,4.0,2026-02-21 20:27:00,ORD-01534,Saturday,20
Rigatoni Bolognese,2,40.0,2026-02-21 20:47:00,ORD-01534,Saturday,20
Panna Cotta,1,10.0,2026-02-21 20:44:00,ORD-01534,Saturday,20
Prosciutto e Rucola,1,20.0,2026-02-21 20:54:00,ORD-01535,Saturday,20
House Red Wine,1,12.0,2026-02-21 20:02:00,ORD-01535,Saturday,20
Panna Cotta,2,20.0,2026-02-21 20:55:00,ORD-01535,Saturday,20
Tiramisu,1,12.0,2026-02-21 20:55:00,ORD-01536,Saturday,20
Diavola Pizza,1,18.0,2026-02-21 20:24:00,ORD-01536,Saturday,20
Chocolate Lava Cake,1,13.0,2026-02-21 21:16:00,ORD-01537,Saturday,21
Aperol Spritz,2,28.0,2026-02-21 21:22:00,ORD-01537,Saturday,21
Burrata Caprese,1,16.0,2026-02-21 21:06:00,ORD-01538,Saturday,21
Rigatoni Bolognese,1,20.0,2026-02-21 21:54:00,ORD-01538,Saturday,21
Tiramisu,1,12.0,2026-02-21 21:48:00,ORD-01538,Saturday,21
Burrata Caprese,1,16.0,2026-02-21 21:19:00,ORD-01539,Saturday,21
Lobster Ravioli,2,56.0,2026-02-21 21:00:00,ORD-01539,Saturday,21
Caesar Salad,1,13.0,2026-02-21 21:28:00,ORD-01539,Saturday,21
Limoncello,1,9.0,2026-02-21 21:21:00,ORD-01539,Saturday,21
Burrata Caprese,1,16.0,2026-02-21 21:57:00,ORD-01540,Saturday,21
Rigatoni Bolognese,1,20.0,2026-02-21 21:26:00,ORD-01540,Saturday,21
Tiramisu,1,12.0,2026-02-21 21:14:00,ORD-01540,Saturday,21
Chicken Parmigiana,1,24.0,2026-02-21 21:36:00,ORD-01541,Saturday,21
Diavola Pizza,1,18.0,2026-02-21 21:04:00,ORD-01541,Saturday,21
Affogato,1,8.0,2026-02-21 21:18:00,ORD-01541,Saturday,21
Cacio e Pepe,1,17.0,2026-02-21 21:36:00,ORD-01542,Saturday,21
Bruschetta Trio,1,12.5,2026-02-21 21:40:00,ORD-01542,Saturday,21
Pizza Bianca,1,17.0,2026-02-21 21:39:00,ORD-01542,Saturday,21
House Red Wine,1,12.0,2026-02-21 21:24:00,ORD-01542,Saturday,21
Prosciutto e Rucola,1,20.0,2026-02-21 21:48:00,ORD-01543,Saturday,21
Lobster Ravioli,2,56.0,2026-02-21 21:29:00,ORD-01543,Saturday,21
Affogato,1,8.0,2026-02-21 21:33:00,ORD-01543,Saturday,21
Diavola Pizza,1,18.0,2026-02-21 21:24:00,ORD-01544,Saturday,21
Aperol Spritz,1,14.0,2026-02-21 21:36:00,ORD-01544,Saturday,21
Cannoli,1,9.0,2026-02-21 21:21:00,ORD-01544,Saturday,21
Eggplant Parmigiana,1,18.0,2026-02-21 21:54:00,ORD-01545,Saturday,21
Panna Cotta,1,10.0,2026-02-21 21:11:00,ORD-01545,Saturday,21
Linguine alle Vongole,1,22.0,2026-02-21 21:27:00,ORD-01546,Saturday,21
Affogato,1,8.0,2026-02-21 21:35:00,ORD-01546,Saturday,21
