menu_item_name,quantity,total_price,order_id,sale_date,hour_of_day
Bacon Cheeseburger,1,12.49,ORD-7476,2026-01-10,19
Veggie Burger,1,10.49,ORD-7476,2026-01-10,19
Bacon Cheeseburger,1,12.49,ORD-7477,2026-01-10,16
Onion Rings,1,4.49,ORD-7477,2026-01-10,16
Craft Beer,1,6.99,ORD-7477,2026-01-10,16
Loaded Nachos,1,7.99,ORD-7478,2026-01-10,20
Double Stack,1,14.99,ORD-7478,2026-01-10,20
Bacon Cheeseburger,1,12.49,ORD-7478,2026-01-10,20
BBQ Burger,1,12.99,ORD-7479,2026-01-10,17
Sweet Potato Fries,1,4.99,ORD-7479,2026-01-10,17
Milkshake,1,5.99,ORD-7479,2026-01-10,17
Milkshake,1,5.99,ORD-7480,2026-01-10,19
Bacon Cheeseburger,1,12.49,ORD-7481,2026-01-10,15
Onion Rings,1,4.49,ORD-7481,2026-01-10,15
Craft Beer,1,6.99,ORD-7481,2026-01-10,15
Brownie,1,4.49,ORD-7482,2026-01-10,18
Classic Combo,1,13.99,ORD-7482,2026-01-10,18
Classic Burger,1,9.99,ORD-7483,2026-01-10,12
Sweet Potato Fries,1,4.99,ORD-7484,2026-01-10,18
Mushroom Swiss Burger,1,11.99,ORD-7484,2026-01-10,18
Craft Beer,1,6.99,ORD-7484,2026-01-10,18
Mushroom Swiss Burger,1,11.99,ORD-7485,2026-01-10,16
Onion Rings,1,4.49,ORD-7485,2026-01-10,16
Bacon Cheeseburger,1,12.49,ORD-7486,2026-01-10,16
Onion Rings,1,4.49,ORD-7486,2026-01-10,16
Craft Beer,1,6.99,ORD-7486,2026-01-10,16
Classic Burger,1,9.99,ORD-7487,2026-01-10,18
Classic Fries,1,3.99,ORD-7487,2026-01-10,18
Soft Drink,1,2.49,ORD-7487,2026-01-10,18
Bacon Cheeseburger,1,12.49,ORD-7488,2026-01-10,15
Onion Rings,1,4.49,ORD-7488,2026-01-10,15
Craft Beer,1,6.99,ORD-7488,2026-01-10,15
Double Stack,1,14.99,ORD-7489,2026-01-10,17
Classic Fries,1,3.99,ORD-7489,2026-01-10,17
Soft Drink,1,2.49,ORD-7489,2026-01-10,17
Double Stack,1,14.99,ORD-7490,2026-01-10,18
Classic Fries,1,3.99,ORD-7490,2026-01-10,18
Soft Drink,1,2.49,ORD-7490,2026-01-10,18
Bacon Cheeseburger,1,12.49,ORD-7491,2026-01-10,16
Onion Rings,1,4.49,ORD-7491,2026-01-10,16
Craft Beer,1,6.99,ORD-7491,2026-01-10,16
Classic Burger,1,9.99,ORD-7492,2026-01-10,19
Classic Burger,1,9.99,ORD-7493,2026-01-10,12
Classic Fries,1,3.99,ORD-7493,2026-01-10,12
Soft Drink,1,2.49,ORD-7493,2026-01-10,12
Classic Burger,1,9.99,ORD-7494,2026-01-10,18
Classic Fries,1,3.99,ORD-7494,2026-01-10,18
Soft Drink,1,2.49,ORD-7494,2026-01-10,18
Soft Drink,1,2.49,ORD-7495,2026-01-10,13
Sweet Potato Fries,1,4.99,ORD-7496,2026-01-10,18
Classic Combo,1,13.99,ORD-7497,2026-01-10,13
Brownie,1,4.49,ORD-7497,2026-01-10,13
Classic Combo,1,13.99,ORD-7498,2026-01-10,14
Brownie,1,4.49,ORD-7498,2026-01-10,14
Classic Burger,1,9.99,ORD-7499,2026-01-10,13
Classic Fries,1,3.99,ORD-7499,2026-01-10,13
Soft Drink,1,2.49,ORD-7499,2026-01-10,13
Classic Burger,1,9.99,ORD-7500,2026-01-10,17
Classic Fries,1,3.99,ORD-7500,2026-01-10,17
Soft Drink,1,2.49,ORD-7500,2026-01-10,17
Bacon Cheeseburger,1,12.49,ORD-7501,2026-01-10,12
Onion Rings,1,4.49,ORD-7501,2026-01-10,12
Craft Beer,1,6.99,ORD-7501,2026-01-10,12
Classic Combo,1,13.99,ORD-7502,2026-01-10,12
Soft Drink,1,2.49,ORD-7502,2026-01-10,12
Mac and Cheese,1,5.99,ORD-7503,2026-01-10,14
BBQ Combo,1,15.99,ORD-7504,2026-01-10,20
Classic Combo,1,13.99,ORD-7505,2026-01-10,12
Brownie,1,4.49,ORD-7505,2026-01-10,12
Classic Burger,1,9.99,ORD-7506,2026-01-10,16
Onion Rings,1,4.49,ORD-7506,2026-01-10,16
Milkshake,1,5.99,ORD-7507,2026-01-10,19
Classic Burger,1,9.99,ORD-7508,2026-01-10,16
Soft Drink,1,2.49,ORD-7509,2026-01-10,13
Classic Burger,1,9.99,ORD-7510,2026-01-10,14
Classic Fries,1,3.99,ORD-7510,2026-01-10,14
Soft Drink,1,2.49,ORD-7510,2026-01-10,14
Veggie Burger,1,10.49,ORD-7511,2026-01-10,13
BBQ Burger,1,12.99,ORD-7511,2026-01-10,13
Sweet Potato Fries,1,4.99,ORD-7512,2026-01-10,17
Milkshake,1,5.99,ORD-7513,2026-01-10,18
Classic Fries,1,3.99,ORD-7513,2026-01-10,18
Loaded Nachos,1,7.99,ORD-7514,2026-01-10,15
Sweet Potato Fries,1,4.99,ORD-7514,2026-01-10,15
Classic Combo,1,13.99,ORD-7515,2026-01-10,16
Brownie,1,4.49,ORD-7515,2026-01-10,16
Classic Burger,1,9.99,ORD-7516,2026-01-10,17
Classic Fries,1,3.99,ORD-7516,2026-01-10,17
Soft Drink,1,2.49,ORD-7516,2026-01-10,17
Bacon Cheeseburger,1,12.49,ORD-7517,2026-01-10,12
Classic Burger,1,9.99,ORD-7517,2026-01-10,12
Soft Drink,1,2.49,ORD-7518,2026-01-10,18
Classic Burger,1,9.99,ORD-7518,2026-01-10,18
Classic Fries,1,3.99,ORD-7519,2026-01-10,14
Classic Burger,1,9.99,ORD-7520,2026-01-10,14
Classic Combo,1,13.99,ORD-7520,2026-01-10,14
Soft Drink,1,2.49,ORD-7521,2026-01-11,17
Loaded Nachos,1,7.99,ORD-7521,2026-01-11,17
Chicken Combo,1,13.49,ORD-7521,2026-01-11,17
Classic Combo,1,13.99,ORD-7522,2026-01-11,16
BBQ Burger,1,12.99,ORD-7523,2026-01-11,12
Sweet Potato Fries,1,4.99,ORD-7523,2026-01-11,12
Milkshake,1,5.99,ORD-7523,2026-01-11,12
Classic Combo,1,13.99,ORD-7524,2026-01-11,13
Double Stack,1,14.99,ORD-7525,2026-01-11,12
Classic Combo,1,13.99,ORD-7525,2026-01-11,12
Kids Meal,1,6.99,ORD-7526,2026-01-11,12
Double Stack,1,14.99,ORD-7526,2026-01-11,12
Chicken Burger,1,10.99,ORD-7527,2026-01-11,18
Classic Fries,1,3.99,ORD-7527,2026-01-11,18
Iced Tea,1,2.99,ORD-7527,2026-01-11,18
Chicken Burger,1,10.99,ORD-7528,2026-01-11,18
Classic Fries,1,3.99,ORD-7528,2026-01-11,18
Iced Tea,1,2.99,ORD-7528,2026-01-11,18
Bacon Cheeseburger,1,12.49,ORD-7529,2026-01-11,13
Onion Rings,1,4.49,ORD-7529,2026-01-11,13
Craft Beer,1,6.99,ORD-7529,2026-01-11,13
Brownie,1,4.49,ORD-7530,2026-01-11,20
Sweet Potato Fries,1,4.99,ORD-7530,2026-01-11,20
Craft Beer,1,6.99,ORD-7530,2026-01-11,20
Bacon Cheeseburger,1,12.49,ORD-7531,2026-01-11,14
Bacon Cheeseburger,1,12.49,ORD-7532,2026-01-11,19
Onion Rings,1,4.49,ORD-7532,2026-01-11,19
Craft Beer,1,6.99,ORD-7532,2026-01-11,19
Bacon Cheeseburger,1,12.49,ORD-7533,2026-01-11,12
Onion Rings,1,4.49,ORD-7533,2026-01-11,12
Craft Beer,1,6.99,ORD-7533,2026-01-11,12
Iced Tea,1,2.99,ORD-7534,2026-01-11,18
Chicken Burger,1,10.99,ORD-7535,2026-01-11,11
Classic Fries,1,3.99,ORD-7535,2026-01-11,11
Iced Tea,1,2.99,ORD-7535,2026-01-11,11
Chicken Burger,1,10.99,ORD-7536,2026-01-11,19
Classic Fries,1,3.99,ORD-7536,2026-01-11,19
Iced Tea,1,2.99,ORD-7536,2026-01-11,19
Classic Combo,1,13.99,ORD-7537,2026-01-11,13
Brownie,1,4.49,ORD-7537,2026-01-11,13
Lemonade,1,3.49,ORD-7538,2026-01-11,11
Chicken Combo,1,13.49,ORD-7538,2026-01-11,11
Mushroom Swiss Burger,1,11.99,ORD-7538,2026-01-11,11
Classic Burger,1,9.99,ORD-7539,2026-01-11,18
Classic Fries,1,3.99,ORD-7539,2026-01-11,18
Soft Drink,1,2.49,ORD-7539,2026-01-11,18
Chicken Burger,1,10.99,ORD-7540,2026-01-11,15
Classic Fries,1,3.99,ORD-7540,2026-01-11,15
Iced Tea,1,2.99,ORD-7540,2026-01-11,15
Double Stack,1,14.99,ORD-7541,2026-01-11,18
Classic Burger,1,9.99,ORD-7541,2026-01-11,18
Iced Tea,1,2.99,ORD-7541,2026-01-11,18
Classic Combo,1,13.99,ORD-7542,2026-01-11,19
Brownie,1,4.49,ORD-7542,2026-01-11,19
Classic Burger,1,9.99,ORD-7543,2026-01-11,18
Bacon Cheeseburger,1,12.49,ORD-7543,2026-01-11,18
Mushroom Swiss Burger,1,11.99,ORD-7543,2026-01-11,18
Iced Tea,1,2.99,ORD-7544,2026-01-11,14
Bacon Cheeseburger,1,12.49,ORD-7545,2026-01-11,18
Onion Rings,1,4.49,ORD-7545,2026-01-11,18
Craft Beer,1,6.99,ORD-7545,2026-01-11,18
Brownie,1,4.49,ORD-7546,2026-01-11,15
Kids Meal,1,6.99,ORD-7546,2026-01-11,15
Bacon Cheeseburger,1,12.49,ORD-7547,2026-01-11,14
Classic Combo,1,13.99,ORD-7548,2026-01-11,11
Brownie,1,4.49,ORD-7548,2026-01-11,11
Lemonade,1,3.49,ORD-7549,2026-01-11,14
Soft Drink,1,2.49,ORD-7550,2026-01-11,19
Classic Burger,1,9.99,ORD-7550,2026-01-11,19
Classic Fries,1,3.99,ORD-7550,2026-01-11,19
Ice Cream Sundae,1,4.99,ORD-7551,2026-01-11,17
Bacon Cheeseburger,1,12.49,ORD-7551,2026-01-11,17
Classic Fries,1,3.99,ORD-7552,2026-01-11,13
BBQ Burger,1,12.99,ORD-7553,2026-01-11,17
Double Stack,1,14.99,ORD-7553,2026-01-11,17
BBQ Combo,1,15.99,ORD-7553,2026-01-11,17
Classic Burger,1,9.99,ORD-7554,2026-01-11,15
Craft Beer,1,6.99,ORD-7554,2026-01-11,15
Craft Beer,1,6.99,ORD-7555,2026-01-11,17
Chicken Burger,1,10.99,ORD-7555,2026-01-11,17
Classic Combo,1,13.99,ORD-7556,2026-01-11,18
Cheesecake Slice,1,5.99,ORD-7557,2026-01-11,18
Cheesecake Slice,1,5.99,ORD-7557,2026-01-11,18
Classic Combo,1,13.99,ORD-7557,2026-01-11,18
Bacon Cheeseburger,1,12.49,ORD-7558,2026-01-11,11
Soft Drink,1,2.49,ORD-7558,2026-01-11,11
BBQ Burger,1,12.99,ORD-7559,2026-01-11,11
Classic Burger,1,9.99,ORD-7560,2026-01-11,19
Classic Fries,1,3.99,ORD-7560,2026-01-11,19
Soft Drink,1,2.49,ORD-7560,2026-01-11,19
Bacon Cheeseburger,1,12.49,ORD-7561,2026-01-11,19
Onion Rings,1,4.49,ORD-7561,2026-01-11,19
Craft Beer,1,6.99,ORD-7561,2026-01-11,19
Classic Burger,1,9.99,ORD-7562,2026-01-11,19
Classic Fries,1,3.99,ORD-7562,2026-01-11,19
Soft Drink,1,2.49,ORD-7562,2026-01-11,19
Classic Burger,1,9.99,ORD-7563,2026-01-11,17
Classic Fries,1,3.99,ORD-7563,2026-01-11,17
Loaded Nachos,1,7.99,ORD-7563,2026-01-11,17
Lemonade,1,3.49,ORD-7564,2026-01-11,15
Milkshake,1,5.99,ORD-7564,2026-01-11,15
Bacon Cheeseburger,1,12.49,ORD-7564,2026-01-11,15
Classic Burger,1,9.99,ORD-7565,2026-01-11,13
Classic Fries,1,3.99,ORD-7565,2026-01-11,13
Soft Drink,1,2.49,ORD-7565,2026-01-11,13
Classic Combo,1,13.99,ORD-7566,2026-01-11,11
Brownie,1,4.49,ORD-7566,2026-01-11,11
Ice Cream Sundae,1,4.99,ORD-7567,2026-01-11,17
Sweet Potato Fries,1,4.99,ORD-7567,2026-01-11,17
Ice Cream Sundae,1,4.99,ORD-7567,2026-01-11,17
Chicken Burger,1,10.99,ORD-7568,2026-01-11,18
Classic Fries,1,3.99,ORD-7568,2026-01-11,18
Iced Tea,1,2.99,ORD-7568,2026-01-11,18
Classic Combo,1,13.99,ORD-7569,2026-01-11,14
Brownie,1,4.49,ORD-7569,2026-01-11,14
Bacon Cheeseburger,1,12.49,ORD-7570,2026-01-11,19
Classic Burger,1,9.99,ORD-7570,2026-01-11,19
Cheesecake Slice,1,5.99,ORD-7570,2026-01-11,19
Chicken Burger,1,10.99,ORD-7571,2026-01-11,17
Classic Fries,1,3.99,ORD-7571,2026-01-11,17
Iced Tea,1,2.99,ORD-7571,2026-01-11,17
Classic Combo,1,13.99,ORD-7572,2026-01-11,13
Lemonade,1,3.49,ORD-7572,2026-01-11,13
Veggie Burger,1,10.49,ORD-7573,2026-01-11,13
Classic Burger,1,9.99,ORD-7574,2026-01-11,14
Classic Fries,1,3.99,ORD-7574,2026-01-11,14
Soft Drink,1,2.49,ORD-7574,2026-01-11,14
Classic Burger,1,9.99,ORD-7575,2026-01-11,17
Classic Fries,1,3.99,ORD-7575,2026-01-11,17
Soft Drink,1,2.49,ORD-7575,2026-01-11,17
Classic Burger,1,9.99,ORD-7576,2026-01-11,12
Classic Burger,1,9.99,ORD-7576,2026-01-11,12
Bacon Cheeseburger,1,12.49,ORD-7577,2026-01-11,13
Soft Drink,1,2.49,ORD-7577,2026-01-11,13
Bacon Cheeseburger,1,12.49,ORD-7577,2026-01-11,13
Classic Combo,1,13.99,ORD-7578,2026-01-11,18
Brownie,1,4.49,ORD-7578,2026-01-11,18
BBQ Burger,1,12.99,ORD-7579,2026-01-11,19
BBQ Burger,1,12.99,ORD-7579,2026-01-11,19
Bacon Cheeseburger,1,12.49,ORD-7580,2026-01-11,12
Onion Rings,1,4.49,ORD-7580,2026-01-11,12
Craft Beer,1,6.99,ORD-7580,2026-01-11,12
Soft Drink,1,2.49,ORD-7581,2026-01-11,18
Classic Combo,1,13.99,ORD-7581,2026-01-11,18
Classic Combo,1,13.99,ORD-7582,2026-01-11,18
Brownie,1,4.49,ORD-7582,2026-01-11,18
Veggie Burger,1,10.49,ORD-7583,2026-01-11,19
Coleslaw,1,2.99,ORD-7583,2026-01-11,19
Lemonade,1,3.49,ORD-7583,2026-01-11,19
Classic Combo,1,13.99,ORD-7584,2026-01-11,17
Sweet Potato Fries,1,4.99,ORD-7584,2026-01-11,17
BBQ Combo,1,15.99,ORD-7584,2026-01-11,17
Classic Burger,1,9.99,ORD-7585,2026-01-11,13
Classic Fries,1,3.99,ORD-7585,2026-01-11,13
Soft Drink,1,2.49,ORD-7585,2026-01-11,13
Bacon Cheeseburger,1,12.49,ORD-7586,2026-01-11,17
Onion Rings,1,4.49,ORD-7586,2026-01-11,17
Craft Beer,1,6.99,ORD-7586,2026-01-11,17
Veggie Burger,1,10.49,ORD-7587,2026-01-11,17
Coleslaw,1,2.99,ORD-7587,2026-01-11,17
Lemonade,1,3.49,ORD-7587,2026-01-11,17
Bacon Cheeseburger,1,12.49,ORD-7588,2026-01-11,13
Onion Rings,1,4.49,ORD-7588,2026-01-11,13
Craft Beer,1,6.99,ORD-7588,2026-01-11,13
Double Stack,1,14.99,ORD-7589,2026-01-11,13
Classic Fries,1,3.99,ORD-7589,2026-01-11,13
Soft Drink,1,2.49,ORD-7589,2026-01-11,13
Classic Burger,1,9.99,ORD-7590,2026-01-11,15
Mushroom Swiss Burger,1,11.99,ORD-7591,2026-01-11,18
BBQ Burger,1,12.99,ORD-7592,2026-01-11,12
Sweet Potato Fries,1,4.99,ORD-7592,2026-01-11,12
Milkshake,1,5.99,ORD-7592,2026-01-11,12
Sweet Potato Fries,1,4.99,ORD-7593,2026-01-11,17
Coleslaw,1,2.99,ORD-7593,2026-01-11,17
Onion Rings,1,4.49,ORD-7594,2026-01-11,18
Bacon Cheeseburger,1,12.49,ORD-7595,2026-01-11,12
Kids Meal,1,6.99,ORD-7595,2026-01-11,12
Iced Tea,1,2.99,ORD-7596,2026-01-11,20
Mushroom Swiss Burger,1,11.99,ORD-7597,2026-01-11,12
Bacon Cheeseburger,1,12.49,ORD-7597,2026-01-11,12
Double Stack,1,14.99,ORD-7597,2026-01-11,12
Bacon Cheeseburger,1,12.49,ORD-7598,2026-01-11,21
Onion Rings,1,4.49,ORD-7598,2026-01-11,21
Craft Beer,1,6.99,ORD-7598,2026-01-11,21
Classic Combo,1,13.99,ORD-7599,2026-01-11,11
Brownie,1,4.49,ORD-7599,2026-01-11,11
Veggie Burger,1,10.49,ORD-7600,2026-01-11,11
Double Stack,1,14.99,ORD-7601,2026-01-11,12
Classic Fries,1,3.99,ORD-7601,2026-01-11,12
Soft Drink,1,2.49,ORD-7601,2026-01-11,12
Classic Fries,1,3.99,ORD-7602,2026-01-11,13
Classic Combo,1,13.99,ORD-7603,2026-01-11,16
Brownie,1,4.49,ORD-7603,2026-01-11,16
Classic Combo,1,13.99,ORD-7604,2026-01-11,18
Brownie,1,4.49,ORD-7604,2026-01-11,18
Veggie Burger,1,10.49,ORD-7605,2026-01-11,19
Mushroom Swiss Burger,1,11.99,ORD-7606,2026-01-11,19
Soft Drink,1,2.49,ORD-7606,2026-01-11,19
Double Stack,1,14.99,ORD-7607,2026-01-11,16
Classic Fries,1,3.99,ORD-7607,2026-01-11,16
Soft Drink,1,2.49,ORD-7607,2026-01-11,16
Classic Combo,1,13.99,ORD-7608,2026-01-11,19
Classic Combo,1,13.99,ORD-7608,2026-01-11,19
Mushroom Swiss Burger,1,11.99,ORD-7608,2026-01-11,19
Classic Fries,1,3.99,ORD-7609,2026-01-11,17
Soft Drink,1,2.49,ORD-7609,2026-01-11,17
Iced Tea,1,2.99,ORD-7609,2026-01-11,17
Lemonade,1,3.49,ORD-7610,2026-01-11,19
BBQ Burger,1,12.99,ORD-7611,2026-01-12,17
Sweet Potato Fries,1,4.99,ORD-7611,2026-01-12,17
Milkshake,1,5.99,ORD-7611,2026-01-12,17
Bacon Cheeseburger,1,12.49,ORD-7612,2026-01-12,13
Onion Rings,1,4.49,ORD-7612,2026-01-12,13
Craft Beer,1,6.99,ORD-7612,2026-01-12,13
Double Stack,1,14.99,ORD-7613,2026-01-12,21
Classic Fries,1,3.99,ORD-7613,2026-01-12,21
Soft Drink,1,2.49,ORD-7613,2026-01-12,21
Classic Combo,1,13.99,ORD-7614,2026-01-12,12
Brownie,1,4.49,ORD-7614,2026-01-12,12
Classic Burger,1,9.99,ORD-7615,2026-01-12,12
Classic Fries,1,3.99,ORD-7615,2026-01-12,12
Soft Drink,1,2.49,ORD-7615,2026-01-12,12
Soft Drink,1,2.49,ORD-7616,2026-01-12,14
Chicken Burger,1,10.99,ORD-7616,2026-01-12,14
Bacon Cheeseburger,1,12.49,ORD-7617,2026-01-12,19
Onion Rings,1,4.49,ORD-7617,2026-01-12,19
Craft Beer,1,6.99,ORD-7617,2026-01-12,19
Iced Tea,1,2.99,ORD-7618,2026-01-12,16
BBQ Combo,1,15.99,ORD-7619,2026-01-12,12
Classic Fries,1,3.99,ORD-7619,2026-01-12,12
Mac and Cheese,1,5.99,ORD-7620,2026-01-12,13
Soft Drink,1,2.49,ORD-7620,2026-01-12,13
Soft Drink,1,2.49,ORD-7621,2026-01-12,12
Iced Tea,1,2.99,ORD-7621,2026-01-12,12
Double Stack,1,14.99,ORD-7621,2026-01-12,12
Soft Drink,1,2.49,ORD-7622,2026-01-12,12
Milkshake,1,5.99,ORD-7622,2026-01-12,12
Classic Combo,1,13.99,ORD-7622,2026-01-12,12
Classic Combo,1,13.99,ORD-7623,2026-01-12,12
Brownie,1,4.49,ORD-7623,2026-01-12,12
Classic Fries,1,3.99,ORD-7624,2026-01-12,19
Soft Drink,1,2.49,ORD-7625,2026-01-12,18
Craft Beer,1,6.99,ORD-7626,2026-01-12,15
BBQ Combo,1,15.99,ORD-7626,2026-01-12,15
Mac and Cheese,1,5.99,ORD-7627,2026-01-12,19
Chicken Burger,1,10.99,ORD-7627,2026-01-12,19
Chicken Burger,1,10.99,ORD-7628,2026-01-12,11
Classic Fries,1,3.99,ORD-7628,2026-01-12,11
Iced Tea,1,2.99,ORD-7628,2026-01-12,11
Chicken Burger,1,10.99,ORD-7629,2026-01-12,12
Classic Fries,1,3.99,ORD-7629,2026-01-12,12
Iced Tea,1,2.99,ORD-7629,2026-01-12,12
Classic Fries,1,3.99,ORD-7630,2026-01-12,18
Chicken Combo,1,13.49,ORD-7631,2026-01-12,13
Classic Burger,1,9.99,ORD-7632,2026-01-12,17
Classic Fries,1,3.99,ORD-7632,2026-01-12,17
Soft Drink,1,2.49,ORD-7632,2026-01-12,17
Cheesecake Slice,1,5.99,ORD-7633,2026-01-12,19
Kids Meal,1,6.99,ORD-7633,2026-01-12,19
Mushroom Swiss Burger,1,11.99,ORD-7633,2026-01-12,19
Veggie Burger,1,10.49,ORD-7634,2026-01-12,11
Coleslaw,1,2.99,ORD-7634,2026-01-12,11
Lemonade,1,3.49,ORD-7634,2026-01-12,11
Classic Burger,1,9.99,ORD-7635,2026-01-12,13
Soft Drink,1,2.49,ORD-7636,2026-01-12,18
Classic Burger,1,9.99,ORD-7636,2026-01-12,18
Chicken Combo,1,13.49,ORD-7637,2026-01-12,19
Classic Fries,1,3.99,ORD-7638,2026-01-12,11
Classic Fries,1,3.99,ORD-7639,2026-01-12,18
Soft Drink,1,2.49,ORD-7640,2026-01-12,15
Soft Drink,1,2.49,ORD-7640,2026-01-12,15
Bacon Cheeseburger,1,12.49,ORD-7641,2026-01-12,13
Onion Rings,1,4.49,ORD-7641,2026-01-12,13
Craft Beer,1,6.99,ORD-7641,2026-01-12,13
Bacon Cheeseburger,1,12.49,ORD-7642,2026-01-12,20
Onion Rings,1,4.49,ORD-7642,2026-01-12,20
Craft Beer,1,6.99,ORD-7642,2026-01-12,20
BBQ Burger,1,12.99,ORD-7643,2026-01-12,18
Sweet Potato Fries,1,4.99,ORD-7643,2026-01-12,18
Milkshake,1,5.99,ORD-7643,2026-01-12,18
Bacon Cheeseburger,1,12.49,ORD-7644,2026-01-12,18
Chicken Burger,1,10.99,ORD-7644,2026-01-12,18
Chicken Burger,1,10.99,ORD-7645,2026-01-12,19
Classic Fries,1,3.99,ORD-7645,2026-01-12,19
Iced Tea,1,2.99,ORD-7645,2026-01-12,19
Bacon Cheeseburger,1,12.49,ORD-7646,2026-01-12,14
Soft Drink,1,2.49,ORD-7647,2026-01-12,12
BBQ Burger,1,12.99,ORD-7648,2026-01-12,11
Sweet Potato Fries,1,4.99,ORD-7648,2026-01-12,11
Milkshake,1,5.99,ORD-7648,2026-01-12,11
Classic Burger,1,9.99,ORD-7649,2026-01-12,19
Bacon Cheeseburger,1,12.49,ORD-7649,2026-01-12,19
Veggie Burger,1,10.49,ORD-7650,2026-01-12,12
Coleslaw,1,2.99,ORD-7650,2026-01-12,12
Lemonade,1,3.49,ORD-7650,2026-01-12,12
Veggie Burger,1,10.49,ORD-7651,2026-01-12,13
Soft Drink,1,2.49,ORD-7651,2026-01-12,13
Classic Burger,1,9.99,ORD-7651,2026-01-12,13
Veggie Burger,1,10.49,ORD-7652,2026-01-12,20
Coleslaw,1,2.99,ORD-7652,2026-01-12,20
Lemonade,1,3.49,ORD-7652,2026-01-12,20
Bacon Cheeseburger,1,12.49,ORD-7653,2026-01-12,11
Onion Rings,1,4.49,ORD-7653,2026-01-12,11
Craft Beer,1,6.99,ORD-7653,2026-01-12,11
Double Stack,1,14.99,ORD-7654,2026-01-12,18
Classic Fries,1,3.99,ORD-7654,2026-01-12,18
Soft Drink,1,2.49,ORD-7654,2026-01-12,18
Classic Burger,1,9.99,ORD-7655,2026-01-12,11
Coleslaw,1,2.99,ORD-7656,2026-01-12,11
Classic Burger,1,9.99,ORD-7656,2026-01-12,11
Brownie,1,4.49,ORD-7657,2026-01-12,14
Soft Drink,1,2.49,ORD-7657,2026-01-12,14
Classic Burger,1,9.99,ORD-7658,2026-01-12,13
Classic Fries,1,3.99,ORD-7658,2026-01-12,13
Soft Drink,1,2.49,ORD-7658,2026-01-12,13
Classic Burger,1,9.99,ORD-7659,2026-01-12,20
Classic Fries,1,3.99,ORD-7659,2026-01-12,20
Soft Drink,1,2.49,ORD-7659,2026-01-12,20
Classic Burger,1,9.99,ORD-7660,2026-01-12,13
Classic Fries,1,3.99,ORD-7660,2026-01-12,13
Soft Drink,1,2.49,ORD-7660,2026-01-12,13
Classic Burger,1,9.99,ORD-7661,2026-01-12,16
Classic Fries,1,3.99,ORD-7661,2026-01-12,16
Soft Drink,1,2.49,ORD-7661,2026-01-12,16
Bacon Cheeseburger,1,12.49,ORD-7662,2026-01-12,13
Onion Rings,1,4.49,ORD-7662,2026-01-12,13
Craft Beer,1,6.99,ORD-7662,2026-01-12,13
Classic Burger,1,9.99,ORD-7663,2026-01-12,12
Classic Fries,1,3.99,ORD-7663,2026-01-12,12
Soft Drink,1,2.49,ORD-7663,2026-01-12,12
Sweet Potato Fries,1,4.99,ORD-7664,2026-01-12,19
Classic Burger,1,9.99,ORD-7664,2026-01-12,19
Mushroom Swiss Burger,1,11.99,ORD-7664,2026-01-12,19
Classic Burger,1,9.99,ORD-7665,2026-01-12,14
Classic Fries,1,3.99,ORD-7665,2026-01-12,14
Soft Drink,1,2.49,ORD-7665,2026-01-12,14
Chicken Burger,1,10.99,ORD-7666,2026-01-12,14
Soft Drink,1,2.49,ORD-7666,2026-01-12,14
Chicken Burger,1,10.99,ORD-7667,2026-01-12,20
Mushroom Swiss Burger,1,11.99,ORD-7668,2026-01-12,12
Classic Burger,1,9.99,ORD-7669,2026-01-12,19
Classic Fries,1,3.99,ORD-7669,2026-01-12,19
Soft Drink,1,2.49,ORD-7669,2026-01-12,19
Kids Meal,1,6.99,ORD-7670,2026-01-12,12
Chicken Burger,1,10.99,ORD-7670,2026-01-12,12
Double Stack,1,14.99,ORD-7671,2026-01-12,18
Classic Fries,1,3.99,ORD-7671,2026-01-12,18
Soft Drink,1,2.49,ORD-7671,2026-01-12,18
Iced Tea,1,2.99,ORD-7672,2026-01-12,17
Classic Fries,1,3.99,ORD-7672,2026-01-12,17
Double Stack,1,14.99,ORD-7673,2026-01-12,17
Classic Fries,1,3.99,ORD-7673,2026-01-12,17
Soft Drink,1,2.49,ORD-7673,2026-01-12,17
Classic Burger,1,9.99,ORD-7674,2026-01-13,14
Classic Fries,1,3.99,ORD-7674,2026-01-13,14
Soft Drink,1,2.49,ORD-7674,2026-01-13,14
BBQ Burger,1,12.99,ORD-7675,2026-01-13,20
Classic Burger,1,9.99,ORD-7675,2026-01-13,20
Milkshake,1,5.99,ORD-7676,2026-01-13,19
Veggie Burger,1,10.49,ORD-7676,2026-01-13,19
Classic Burger,1,9.99,ORD-7676,2026-01-13,19
Bacon Cheeseburger,1,12.49,ORD-7677,2026-01-13,19
Milkshake,1,5.99,ORD-7677,2026-01-13,19
Craft Beer,1,6.99,ORD-7678,2026-01-13,17
Mushroom Swiss Burger,1,11.99,ORD-7679,2026-01-13,12
Loaded Nachos,1,7.99,ORD-7679,2026-01-13,12
Classic Burger,1,9.99,ORD-7680,2026-01-13,19
Classic Fries,1,3.99,ORD-7680,2026-01-13,19
Soft Drink,1,2.49,ORD-7680,2026-01-13,19
Bacon Cheeseburger,1,12.49,ORD-7681,2026-01-13,18
Double Stack,1,14.99,ORD-7682,2026-01-13,13
Bacon Cheeseburger,1,12.49,ORD-7683,2026-01-13,11
Soft Drink,1,2.49,ORD-7684,2026-01-13,12
